# T_over_m,energy_density_FD
7.409836170500972e11,8.678022298672495e46
7.440312472297144e11,8.821675451823132e46
7.470914121665082e11,8.967705777957875e46
7.501641634153357e11,9.116153424560476e46
7.532495527430963e11,9.267058406826462e46
7.563476321296041e11,9.420461402346557e46
7.59458453768464e11,9.576403762071862e46
7.625820700679506e11,9.734926967940307e46
7.657185336518909e11,9.896073908638875e46
7.688678973605515e11,1.0059889380074118e47
7.720302142515286e11,1.0226416579875557e47
7.752055376006412e11,1.039570039675609e47
7.783939209028301e11,1.0567787745154748e47
7.815954178730574e11,1.0742722679291276e47
7.848100824472126e11,1.0920553414946309e47
7.880379687830211e11,1.1101327888006163e47
7.91279131260956e11,1.1285095559243275e47
7.945336244851553e11,1.147190458893359e47
7.978015032843403e11,1.1661805979885057e47
8.010828227127412e11,1.1854850921743424e47
8.043776380510231e11,1.2051093777547722e47
8.076860048072178e11,1.2250582813620635e47
8.11007978717659e11,1.2453374110152797e47
8.143436157479216e11,1.2659522331368189e47
8.176929720937639e11,1.2869083046378527e47
8.210561041820746e11,1.308211274416237e47
8.24433068671824e11,1.3298668848792227e47
8.278239224550172e11,1.3518808745931013e47
8.312287226576544e11,1.3742593742352402e47
8.346475266406914e11,1.3970083184409105e47
8.380803920010074e11,1.420133837612371e47
8.415273765723746e11,1.443642016308394e47
8.449885384264331e11,1.4675394774687206e47
8.484639358736681e11,1.4918325491022083e47
8.519536274643939e11,1.5165277584593183e47
8.55457671989739e11,1.5416317623581357e47
8.58976128482637e11,1.5671513278107547e47
8.625090562188212e11,1.593093333847383e47
8.66056514717823e11,1.6194647733706334e47
8.696185637439753e11,1.6462727550405155e47
8.731952633074181e11,1.6735246434626135e47
8.767866736651108e11,1.7012274914734527e47
8.803928553218468e11,1.7293889208828134e47
8.840138690312725e11,1.7580165228519302e47
8.87649775796911e11,1.7871180142028502e47
8.913006368731906e11,1.816701239498564e47
8.949665137664756e11,1.846774173157573e47
8.986474682361031e11,1.877344921603451e47
9.023435622954241e11,1.9084215410156235e47
9.060548582128461e11,1.940012775003823e47
9.097814185128851e11,1.9721272268755064e47
9.135233059772166e11,2.0047729593976693e47
9.172805836457343e11,2.0379590935332355e47
9.210533148176119e11,2.071694574814905e47
9.248415630523698e11,2.1059881328126644e47
9.286453921709454e11,2.140850383761021e47
9.324648662567687e11,2.176289026693873e47
9.36300049656842e11,2.212314594021321e47
9.401510069828235e11,2.2489363043100295e47
9.440178031121156e11,2.286164233073887e47
9.479005031889592e11,2.3240084153508856e47
9.517991726255303e11,2.3624795679451743e47
9.55713877103041e11,2.401587123712142e47
9.596446825728483e11,2.4413420500971685e47
9.635916552575632e11,2.48176204881031e47
9.67554861652168e11,2.522844392995899e47
9.715343685251344e11,2.564606799705149e47
9.755302429195505e11,2.607060526361759e47
9.795425521542498e11,2.6502170167378707e47
9.835713638249437e11,2.6940879040387543e47
9.876167458053624e11,2.7386850140385712e47
9.916787662483977e11,2.784008115133943e47
9.957574935872504e11,2.8300937639086447e47
9.998529965365836e11,2.8769423006475944e47
1.0039653440936816e12,2.9245682608763696e47
1.00809460553961e12,2.972980019297846e47
1.0122408504403849e12,3.022193551827165e47
1.0164041486481439e12,3.0722217449594844e47
1.0205845703023229e12,3.123078084227426e47
1.0247821858308383e12,3.1747762783964934e47
1.0289970659512727e12,3.2273302631603273e47
1.0332292816720671e12,3.2807542048971603e47
1.0374789042937168e12,3.335061722425639e47
1.0417460054099724e12,3.3902690344966264e47
1.0460306569090465e12,3.446390226180811e47
1.050332930974824e12,3.5034404254378286e47
1.0546529000880793e12,3.561435010647791e47
1.0589906370276962e12,3.6203896147565703e47
1.0633462148718949e12,3.680320129489734e47
